,loss,accuracy,val_loss,val_accuracy,lr
0,0.36968040466308594,0.8549299240112305,0.1606721132993698,0.9375,0.0010000000474974513
1,0.16078585386276245,0.9392672777175903,0.14504733681678772,0.9479166865348816,0.0010000000474974513
2,0.15109135210514069,0.9409884214401245,0.1389937698841095,0.9490740895271301,0.0010000000474974513
3,0.11770831793546677,0.9557413458824158,0.12022997438907623,0.9513888955116272,0.0010000000474974513
4,0.17367230355739594,0.9321367144584656,0.1625603288412094,0.9340277910232544,0.0010000000474974513
5,0.13110408186912537,0.9468895792961121,0.1357315182685852,0.9537037014961243,0.0010000000474974513
6,0.08350301533937454,0.9680353999137878,0.14120399951934814,0.9479166865348816,0.00010000000474974513
7,0.07529187947511673,0.9690189361572266,0.12528985738754272,0.9560185074806213,0.00010000000474974513
8,0.0687657967209816,0.9736906886100769,0.12944690883159637,0.9571759104728699,0.00010000000474974513
9,0.06377758830785751,0.9756577610969543,0.12806880474090576,0.9560185074806213,0.00010000000474974513
10,0.0615556575357914,0.9773789048194885,0.13098111748695374,0.9583333134651184,0.00010000000474974513
11,0.05789412930607796,0.9788541793823242,0.13287855684757233,0.9618055820465088,0.00010000000474974513
12,0.05722805857658386,0.9783624410629272,0.12657396495342255,0.9560185074806213,0.00010000000474974513
13,0.051202163100242615,0.9813129901885986,0.1307075470685959,0.9606481194496155,0.00010000000474974513
14,0.04957811161875725,0.9800835847854614,0.1298733353614807,0.9594907164573669,0.00010000000474974513
15,0.04708528146147728,0.9850012063980103,0.13290919363498688,0.9583333134651184,0.00010000000474974513
16,0.0442233681678772,0.9857388734817505,0.12387499958276749,0.9594907164573669,0.00010000000474974513
17,0.03903595730662346,0.9879518151283264,0.1346450299024582,0.9560185074806213,0.00010000000474974513
18,0.03548474982380867,0.9891812205314636,0.15234005451202393,0.9548611044883728,0.00010000000474974513
19,0.03534528613090515,0.9891812205314636,0.14482121169567108,0.9571759104728699,0.00010000000474974513
